"brand","make","year","cm3","km","price"
"Opel","Vivaro","2005","2463.0","171236","5950"
"BMW","216 Gran Tourer","2016","1496.0","151579","13950"
"Audi","A3","2006","1968.0","136440","3950"
"Fiat","Idea","2007","1400.0","148143","2690"
"Opel","Meriva","2004","1600.0","123850","2790"
"Citroen","C3","2007","1100.0","154109","2690"
"Nissan","X_Trail","2005","2184.0","146843","4350"
"Nissan","Qashqai","2008","1461.0","143552","5650"
"Opel","Astra","2013","1686.0","201500","5900"
"Toyota","RAV4","2003","1995.0","148213","3950"
"Kia","Sorento","2005","2497.0","174544","4450"
"Fiat","Sedici","2007","1910.0","163251","4450"
"Jeep","Patriot","2008","1968.0","129646","5950"
"Audi","A3","2006","1968.0","181897","4850"
"Opel","Meriva","2014","1686.0","129909","6950"
"Alfa Romeo","MiTo","2009","1368.0","146448","4450"
"Opel","Astra","2008","1248.0","168843","3950"
"Opel","Antara","2010","1991.0","109071","8450"
"Audi","A4","2004","1896.0","207023","3450"
"BMW","318","2014","1995.0","147616","14650"
"Suzuki","Swift","2005","1328.0","137788","3450"
"Ford","S_Max","2007","1753.0","187940","4950"
"Opel","Antara","2010","1991.0","148229","8450"
"Ford","Focus","2009","1999.0","125015","3950"
"Opel","Astra","2008","1364.0","68429","4650"
"VW","Golf 5","2004","1968.0","256409","3950"
"Alfa Romeo","147","2005","1910.0","119583","2350"
"Ford","C Max","2010","1560.0","161431","4950"
"Peugeot","Partner","2014","1560.0","132465","6850"
"VW","Passat","2015","1598.0","148285","13950"
"Mazda","3","2011","1560.0","192397","5950"
"Opel","Astra","2014","1686.0","127065","6850"
"Peugeot","207 CC","2008","1560.0","163310","4850"
"Opel","Astra","2007","1910.0","151730","3650"
"Opel","Meriva","2007","1686.0","157489","3350"
"Renault","Kangoo","2008","1461.0","208103","3950"
"Opel","Corsa","2008","1248.0","185342","3750"
"VW","Golf plus","2005","1968.0","200569","4450"
"Citroen","C8","2003","1997.0","180334","2950"
"Audi","A4","2001","1896.0","179800","1500"
"Fiat","Croma","2006","1910.0","218566","2750"
"VW","Golf plus","2005","1598.0","148697","4950"
"VW","Touran","2014","1598.0","176928","9950"
"Toyota","Yaris","2007","1364.0","129878","3650"
"Renault","Twingo","2009","1461.0","138876","3850"
"Toyota","Corolla","2005","1364.0","143765","3650"
"Renault","Clio","2009","1149.0","46234","3950"
"Citroen","C3","2010","1398.0","177644","5150"
"BMW","316","2015","1995.0","160800","13650"
"Opel","Meriva","2008","1248.0","191295","3650"
"Peugeot","207","2008","1397.0","123278","2950"
"BMW","320","2002","1995.0","228605","2850"
"Toyota","RAV4","2003","1995.0","139722","4450"
"Audi","A4","2007","1968.0","225002","5450"
"VW","Passat","2014","1598.0","101129","11950"
"BMW","118","2006","1995.0","150797","4450"
"Audi","A4","2006","1896.0","142340","5950"
"Nissan","Qashqai","2013","1598.0","135177","8850"
"Audi","A3","2004","1896.0","185242","3650"
"Renault","Laguna","2011","1461.0","208948","4650"
"Opel","Combo","2010","1248.0","164659","2950"
"VW","Passat","2003","1896.0","167093","3450"
"Nissan","Qashqai","2015","1598.0","113722","14950"
"Peugeot","308","2015","1560.0","128900","7950"
"Nissan","Qashqai","2017","1461.0","156354","13950"
"Renault","Grand Scenic","2013","1461.0","142313","6850"
"Opel","Zafira","2005","1910.0","143761","3350"
"VW","Golf 7","2017","1598.0","174256","12850"
"Hyundai","Tucson","2009","1975.0","89652","6450"
"Ford","Focus","2009","1560.0","162739","3850"
"Ford","Fiesta","2009","1388.0","146223","3950"
"Kia","Ceed","2007","1582.0","141128","3850"
"Peugeot","5008","2012","1560.0","145814","5850"
"Volvo","S40","2002","1783.0","121420","2650"
"Peugeot","207","2009","1560.0","161736","4350"
"Peugeot","207","2012","1398.0","129173","5150"
"Ford","C Max","2005","1997.0","177110","3250"
"Renault","Megane","2004","1998.0","151137","2350"
"Honda","Civic","2001","1396.0","106547","2650"
"Fiat","Doblo","2005","1248.0","179963","3650"
"Škoda","Octavia","2005","1896.0","189545","3650"
"Renault","Kangoo","2008","1461.0","132946","3950"
"Renault","Megane","2004","1870.0","170264","2450"
"Renault","Megane","2004","1998.0","169005","2350"
"Peugeot","407","2005","1997.0","168422","3450"
"Ford","Kuga","2016","1997.0","7000","18490"
"VW","Golf 4","2001","1896.0","185633","2950"
"VW","Polo","2009","1422.0","115097","4450"
"Kia","Carens","2006","1991.0","115487","2050"
"Renault","Scenic","2007","1870.0","187499","2990"
"Ford","Focus","2008","1560.0","188937","3950"
"Toyota","Yaris","2012","1364.0","120067","6490"
"Citroen","C3 Pluriel","2004","1398.0","114092","1950"
"Renault","Scenic","2007","1995.0","185361","2990"
"Citroen","C5","2007","1560.0","174484","3350"
"Opel","Zafira","2007","1910.0","118049","4950"
"Opel","Zafira","2008","1910.0","166565","4350"
"Fiat","Croma","2009","1910.0","208673","3750"
"Opel","Meriva","2009","1686.0","145665","3950"
"Lada","Niva","2006","1700.0","142000","1750"
"Opel","Tigra","2008","1248.0","95259","4650"
"Opel","Corsa","2008","1688.0","188791","3950"
"Alfa Romeo","147","2006","1910.0","156462","2050"
"Citroen","C4","2005","1560.0","127282","2750"
"Opel","Corsa","2003","1199.0","202000","1899"
"Citroen","C5","2007","1560.0","189301","2790"
"Peugeot","308","2008","1598.0","155430","3590"
"Mercedes","R 350","2011","2987.0","151874","18950"
"Mercedes","A 180","2006","1992.0","157422","3650"
"Mazda","3","2011","1560.0","167524","5190"
"Peugeot","207","2008","1560.0","165267","3490"
"Ford","Mondeo","2005","1998.0","146510","2650"
"BMW","525","2012","1995.0","182958","14650"
"BMW","X3","2008","1995.0","188101","6950"
"Fiat","Bravo","2008","1910.0","167470","3190"
"Mercedes","A 180","2009","1991.0","130438","4490"
"Renault","Scenic","2007","1870.0","207859","2990"
"Ford","S_Max","2008","1999.0","156266","5650"
"Peugeot","407","2005","1560.0","165808","3650"
"Peugeot","407","2007","1560.0","233306","3590"
"Ford","Fiesta","2007","1399.0","120496","2550"
"Opel","Corsa","2008","998.0","150994","2750"
"Peugeot","307","2005","1560.0","128834","2950"
"Renault","Twingo","2009","1461.0","98742","3650"
"Peugeot","206","2009","1398.0","150576","4350"
"Citroen","C5","2009","1560.0","197281","4390"
"Volvo","XC 60","2015","1969.0","169753","19399"
"Citroen","C5","2009","2.0","202000","6300"
"Volvo","XC 60","2015","1969.0","169757","19399"
"Fiat","Doblo","2004","1900.0","181635","2750"
"Opel","Meriva","2007","1686.0","148529","2890"
"Audi","A5","2014","2967.0","168033","23999"
"Renault","Laguna","2008","1461.0","162886","3890"
"Ford","Focus","2010","1753.0","180262","3590"
"Nissan","Qashqai","2007","1995.0","213184","6390"
"Opel","Astra","2015","1598.0","167505","7799"
"Seat","Leon","2007","1896.0","162510","3690"
"Opel","Corsa","2014","1248.0","179031","3999"
"Toyota","Avensis","2013","1998.0","201863","9499"
"Audi","A8","2007","2967.0","240000","9990"
"Fiat","Grande Punto","2014","1248.0","113541","4199"
"Nissan","X_Trail","2016","1598.0","164794","14999"
"Opel","Corsa","2016","1248.0","155101","6199"
"Opel","Meriva","2007","1248.0","155325","2890"
"Opel","Corsa","2010","1248.0","150169","3490"
"Renault","Kangoo","2015","1461.0","158297","5199"
"Opel","Astra","2014","1686.0","171892","7199"
"Volvo","XC 60","2014","1969.0","138153","20399"
"Renault","Clio","2013","1461.0","119636","4499"
"VW","Polo","2002","1200.0","150000","1850"
"Peugeot","407","2008","1997.0","172477","3390"
"Renault","Scenic","2008","1870.0","174109","3490"
"Peugeot","206","2004","1399.0","162000","1950"
"Opel","Insignia","2015","1956.0","160136","9799"
"VW","Passat","2005","1998.0","251000","4200"
"Ford","C Max","2007","1753.0","170620","3390"
"Fiat","Panda","2015","1248.0","152971","4199"
"Fiat","Grande Punto","2010","1248.0","128046","4190"
"Audi","A6","2011","2967.0","227000","18900"
"Citroen","C4","2014","1560.0","126839","4799"
"Renault","Scenic","2008","1870.0","188268","2990"
"Mercedes","C 180","2012","2143.0","152166","9990"
"Peugeot","308","2015","1560.0","169964","7189"
"Citroen","C5","2007","1560.0","188264","2890"
"Audi","Q3","2015","1968.0","175994","18999"
"VW","Golf 5","2008","1896.0","176000","4850"
"Opel","Insignia","2015","1956.0","172342","10199"
"Peugeot","508","2015","1560.0","168107","9690"
"Citroen","C4 Picasso","2016","1560.0","184893","9999"
"Opel","Insignia","2014","1956.0","157474","9499"
"Opel","Corsa","2016","1248.0","166423","5999"
"Renault","Laguna","2007","1995.0","162334","3990"
"Toyota","Auris","2015","1364.0","167208","9199"
"Peugeot","308","2015","1560.0","168163","6989"
"Citroen","C4 Picasso","2015","1560.0","156393","8199"
"Audi","Q3","2015","1968.0","175988","18999"
"Opel","Corsa","2016","1248.0","148385","6499"
"Fiat","500","2016","1242.0","65701","7999"
"Ford","C Max","2004","2000.0","255000","2550"
"VW","Passat","2007","1956.0","240000","4200"
"Peugeot","307","2002","1997.0","178000","2350"
"Audi","A6","2016","2967.0","147626","23400"
"Mazda","Tribute","2002","2967.0","263238","2900"
"Dacia","Duster","2016","1199.0","89641","9990"
"Suzuki","Vitara","2015","1598.0","108900","11990"
"Mercedes","A 180","2004","2000.0","197450","2750"
"Opel","Vectra","2005","1796.0","172000","3150"
"Toyota","Avensis","2004","1989.0","319000","2790"
"Alfa Romeo","147","2005","1598.0","142000","2199"
"Škoda","Superb","2016","1968.0","147800","15490"
"Mercedes","A 160","2007","1992.0","257000","3490"
"Mercedes","A 180","2014","1595.0","181025","12900"
"Ford","Mondeo","2017","1997.0","165070","15000"
"Opel","Meriva","2011","1686.0","148520","5599"
"VW","Amarok","2011","1968.0","223212","13999"
"Škoda","Octavia","2016","1968.0","199240","12200"
"Škoda","Fabia","2010","1598.0","197000","3999"
"Audi","A3","2015","1968.0","169199","16490"
"VW","Passat","2010","1968.0","210300","5450"
"Audi","Q7","2016","2967.0","92300","39500"
"Honda","Civic","2009","1339.0","87596","5496"
"BMW","520","2009","1991.0","198000","8499"
"Škoda","Octavia","2015","1995.0","135090","11999"
"VW","Sharan","2002","1896.0","212000","3690"
"Citroen","Berlingo","2008","1560.0","194228","1699"
"Peugeot","407","2008","1997.0","225000","3890"
"Mazda","5","2006","1998.0","240000","2700"
"VW","Golf 7","2014","1598.0","191000","10900"
"Hyundai","Santa Fe","2005","1991.0","225400","3999"
"Opel","Meriva","2007","1560.0","162000","2950"
"Opel","Vectra","2006","1910.0","163000","3450"
"Audi","Q5","2009","1968.0","210000","13700"
"Mazda","3","2006","1598.0","139175","5200"
"Seat","Leon","2015","1984.0","93000","21499"
"Audi","A6","2013","2967.0","228452","15999"
"Audi","A6","2014","1968.0","118650","15000"
"Opel","Astra","2009","1686.0","186000","3850"
"VW","Eos","2006","1598.0","91500","4990"
"Škoda","Rapid","2015","1197.0","65317","7699"
"Subaru","XV","2013","1998.0","222597","8999"
"Nissan","Qashqai","2008","1461.0","198000","5650"
"Škoda","Superb","2007","2496.0","180469","3999"
"VW","Passat","2015","1968.0","159700","13500"
"Škoda","Fabia","2014","1197.0","133343","5450"
"Peugeot","206","2008","1398.0","299900","1300"
"Seat","Leon","2009","1360.0","192822","5499"
"VW","Passat","2005","1896.0","213000","2950"
"Mercedes","B klasa","2012","1796.0","142990","10900"
"Mazda","6","2008","1998.0","201000","4790"
"BMW","320","2008","1995.0","300000","6399"
"VW","T5","2009","2460.0","283900","11499"
"Ford","Focus","2015","1499.0","158133","8990"
"Ford","Kuga","2013","1997.0","144100","12990"
"VW","Golf 5","2004","1896.0","155000","3350"
"Opel","Corsa","1990","1187.0","176000","410"
"VW","Touran","2004","1585.0","196000","2650"
"VW","Golf 7","2014","1598.0","140000","10290"
"Kia","Picanto","2006","999.0","167000","1800"
"VW","Golf 6","2013","1197.0","66731","8999"
"Citroen","Xsara Picasso","2003","1997.0","87000","1850"
"Opel","Zafira","2002","1600.0","212000","2200"
"Citroen","C3","2007","1398.0","163000","2550"
"Citroen","C3","2008","1390.0","120000","2850"
"Suzuki","SX 4","2013","1598.0","110811","9999"
"BMW","Serija 5","2011","2993.0","255874","15999"
"Seat","Alhambra","2005","1896.0","223000","3550"
"BMW","Serija 5","2016","1995.0","177378","16999"
"Hyundai","i20","2019","1248.0","13510","9100"
"Opel","Astra","2007","1364.0","148000","3990"
"VW","Touran","2012","1197.0","95341","9990"
"Opel","Zafira","2006","1796.0","146000","3690"
"Nissan","Qashqai","2011","1598.0","154000","7990"
"VW","Touareg","2005","2496.0","199500","6600"
"VW","Golf 5","2008","1896.0","150000","4250"
"Opel","Astra","2006","1598.0","150000","3490"
"BMW","218 Active Tourer","2016","1499.0","38000","11990"
"VW","Golf 4","2001","1390.0","186000","1650"
"Chevrolet","Matiz","2009","796.0","161000","2350"
"Opel","Meriva","2008","1248.0","132000","3150"
"Opel","Astra","2006","1598.0","181177","4000"
"Fiat","Panda","2003","1242.0","125000","1850"
"Ford","Fusion","2003","1398.0","125000","1699"
"BMW","316","2010","1995.0","150000","5950"
"Citroen","C3","2010","1398.0","151000","4650"
"VW","Tiguan","2016","1968.0","152000","14790"
"Citroen","C5","2006","1560.0","124000","2750"
"Škoda","Octavia","2015","1197.0","114183","11990"
"Peugeot","607","2006","1998.0","212000","3950"
"Fiat","Stilo","2006","1900.0","227271","2000"
"Renault","Kangoo","2006","1461.0","168000","1899"
"Fiat","Bravo","2008","1910.0","149000","3150"
"Nissan","X_Trail","2015","1598.0","137536","13999"
"Renault","Clio","2007","1149.0","139000","2650"
"Opel","Astra","2014","1686.0","150000","6450"
"Opel","Astra","2005","1686.0","174000","2499"
"Citroen","C3","2006","1587.0","110000","2650"
"Mercedes","200","1988","1998.0","250000","420"
"Citroen","C3","2009","1360.0","153000","2950"
"Nissan","X_Trail","2017","1598.0","129899","15999"
"Nissan","Qashqai","2009","1598.0","174000","6290"
"Audi","A4","2003","1896.0","203150","3800"
"Volvo","XC 60","2018","1969.0","10012","52999"
"VW","Golf 6","2013","1197.0","66731","8999"
"Toyota","Aygo","2007","998.0","125000","3199"
"Jeep","Grand Cherokee","2014","2987.0","242555","24998"
"Škoda","Superb","2016","1598.0","187800","13999"
"Mercedes","200","1988","1998.0","250000","780"
"Ford","Fiesta","2008","1399.0","127000","2550"
"Nissan","Qashqai","2010","1461.0","158000","6950"
"VW","Polo","2006","1389.0","179598","2500"
"VW","T5","2007","2476.0","236000","8990"
"BMW","318","2008","1995.0","204500","4700"
"Daewoo","Matiz","2001","800.0","178000","1150"
"Ford","Fiesta","2001","1296.0","206800","990"
"Volvo","XC 60","2009","2400.0","156000","9850"
"Fiat","Bravo","2002","1596.0","349000","730"
"Saab","9_3","2005","1910.0","163000","4000"
"Citroen","Saxo","2002","1527.0","206000","980"
"Nissan","Qashqai","2016","1461.0","159800","12300"
"Opel","Meriva","2004","1598.0","189000","2050"
"Renault","Kangoo","2003","1870.0","171000","1850"
"Ford","Fiesta","2003","1399.0","133000","1650"
"Opel","Insignia","2014","1956.0","181317","8290"
"Citroen","Nemo","2009","1399.0","220000","3250"
"Mercedes","C klasa","2011","2143.0","77425","9999"
"Peugeot","206","2002","1360.0","61000","2350"
"Citroen","C3","2011","1398.0","187700","4590"
"Land Rover","Freelander","2004","1780.0","216000","2700"
"Peugeot","307","2004","1589.0","185988","1799"
"Porsche","Cayenne","2006","4500.0","265000","9800"
"Toyota","Avensis","2011","2231.0","138150","6990"
"Fiat","Panda","2016","124.0","177873","4490"
"Škoda","Octavia","2012","1968.0","193314","7999"
"Fiat","Idea","2005","1368.0","154000","1950"
"VW","Polo","2003","1898.0","186345","2000"
"Fiat","Doblo","2002","1900.0","213500","2150"
"Suzuki","SX 4","2010","1560.0","170000","3990"
"VW","Touran","2007","1400.0","212000","4999"
"Chevrolet","Orlando","2012","1998.0","122072","8990"
"Mitsubishi","L200","2005","2477.0","229244","4350"
"Opel","Agila","2005","998.0","130000","1650"
"Opel","Astra","2000","1680.0","243000","1100"
"VW","Polo","2006","1400.0","181000","2499"
"Audi","A3","2002","1890.0","186983","1899"
"Fiat","Punto","2002","1242.0","206000","1150"
"Audi","A6","2012","2967.0","205000","18700"
"VW","Golf Sportsvan","2015","1395.0","97000","10300"
"Toyota","Auris","2007","1364.0","170000","4400"
"Fiat","Punto","2001","1242.0","220000","1150"
"Audi","A4","2001","1900.0","270000","3000"
"Peugeot","206","2008","1360.0","109000","2350"
"Fiat","Punto","2001","1242.0","200000","1150"
"Yugo","Koral In","2005","1100.0","100000","599"
"Ford","Fiesta","2004","1200.0","156000","1550"
"VW","Polo","2011","1200.0","169000","4550"
"Zastava","Skala","1999","1116.0","39974","850"
"Škoda","Octavia","2017","1968.0","68200","18660"
"Mazda","6","2016","2191.0","121617","14490"
"Audi","A5","2013","1968.0","156500","13400"
"Yugo","60","1988","1298.0","45850","500"
"VW","Passat","2007","1896.0","149000","3950"
"Ford","Focus","2008","1560.0","161010","3999"
"Mercedes","M klasa","2012","5461.0","114000","7000"
"Volvo","V60","2014","1560.0","176850","10690"
"VW","Golf 2","1989","1600.0","112121","600"
"Mitsubishi","Lancer","2008","1968.0","212000","4999"
"Ford","Ka","2002","1299.0","160000","650"
"Opel","Corsa","2003","1198.0","149000","1400"
"BMW","320","2011","1995.0","190000","8300"
"Renault","Grand Scenic","2004","1898.0","205201","2150"
"BMW","118","2005","1995.0","198000","3790"
"Ford","C Max","2009","1560.0","124000","3900"
"Opel","Kadett","1991","1400.0","77000","490"
"Hyundai","i20","2012","1398.0","132000","4500"
"Jaguar","S_Type","2001","2967.0","87000","3000"
"Škoda","Yeti","2010","1197.0","139000","5500"
"Opel","Meriva","2011","1300.0","138000","4900"
"Opel","Astra","2010","1686.0","189397","6490"
"VW","Touran","2004","2000.0","181000","3000"
"Citroen","C5","2016","1997.0","167000","10190"
"Peugeot","307","2005","1587.0","197437","2300"
"Opel","Meriva","2004","1686.0","131000","2200"
"Zastava","10","2006","1242.0","115356","1800"
"Citroen","Saxo","1998","1496.0","260000","670"
"Opel","Meriva","2003","1598.0","114790","1699"
"Mitsubishi","Pajero","2010","3200.0","207290","10900"
"Nissan","Qashqai","2010","1461.0","151000","7590"
"Renault","Megane","2004","1870.0","230000","1990"
"VW","Golf 5","2008","1896.0","190262","4150"
"VW","Passat","2011","1968.0","205000","10199"
"Alfa Romeo","147","2002","1910.0","221000","1190"
"Mazda","2","2017","1490.0","12800","8000"
"Fiat","Grande Punto","2008","1400.0","218000","2699"
"BMW","X6","2009","4395.0","175661","19999"
"Citroen","C5","2013","1560.0","156982","7990"
"Opel","Meriva","2006","1300.0","185000","2450"
"Renault","Espace","2007","2000.0","192300","3450"
